Ancestors,Class
['Building'],"('Organ (Musical Instrument)', 'Stretcher')"
['Building'],"('Organ (Musical Instrument)', 'Flying disc')"
['Building'],"('Organ (Musical Instrument)', 'Treadmill')"
['Building'],"('Organ (Musical Instrument)', 'French horn')"
['Building'],"('Organ (Musical Instrument)', 'Guitar')"
['Building'],"('Organ (Musical Instrument)', 'Baseball bat')"
['Building'],"('Organ (Musical Instrument)', 'Kitchen utensil')"
['Building'],"('Organ (Musical Instrument)', 'Stationary bicycle')"
['Building'],"('Organ (Musical Instrument)', 'Hammer')"
['Building'],"('Organ (Musical Instrument)', 'Harp')"
['Building'],"('Organ (Musical Instrument)', 'Harpsichord')"
['Building'],"('Organ (Musical Instrument)', 'Harmonica')"
['Building'],"('Organ (Musical Instrument)', 'Scale')"
['Building'],"('Organ (Musical Instrument)', 'Indoor rower')"
['Building'],"('Organ (Musical Instrument)', 'Punching bag')"
['Building'],"('Organ (Musical Instrument)', 'Golf ball')"
['Building'],"('Organ (Musical Instrument)', 'Dumbbell')"
['Building'],"('Organ (Musical Instrument)', 'Billiard table')"
['Building'],"('Organ (Musical Instrument)', 'Snowplow')"
['Building'],"('Organ (Musical Instrument)', 'Missile')"
['Building'],"('Organ (Musical Instrument)', 'Mobile phone')"
['Building'],"('Organ (Musical Instrument)', 'Personal flotation device')"
['Building'],"('Organ (Musical Instrument)', 'Musical keyboard')"
['Building'],"('Organ (Musical Instrument)', 'Scoreboard')"
['Building'],"('Organ (Musical Instrument)', 'Nail (Construction)')"
['Building'],"('Organ (Musical Instrument)', 'Oboe')"
['Building'],"('Organ (Musical Instrument)', 'Piano')"
['Building'],"('Organ (Musical Instrument)', 'Rifle')"
['Building'],"('Organ (Musical Instrument)', 'Skateboard')"
['Building'],"('Organ (Musical Instrument)', 'Saxophone')"
['Building'],"('Organ (Musical Instrument)', 'Shotgun')"
['Building'],"('Organ (Musical Instrument)', 'Snowboard')"
['Building'],"('Organ (Musical Instrument)', 'Sword')"
['Building'],"('Organ (Musical Instrument)', 'Ski')"
['Building'],"('Organ (Musical Instrument)', 'Tripod')"
['Building'],"('Organ (Musical Instrument)', 'Stethoscope')"
['Building'],"('Organ (Musical Instrument)', 'Training bench')"
['Building'],"('Organ (Musical Instrument)', 'Trombone')"
['Building'],"('Organ (Musical Instrument)', 'Torch')"
['Building'],"('Organ (Musical Instrument)', 'Trumpet')"
['Building'],"('Organ (Musical Instrument)', 'Bowling equipment')"
['Building'],"('Organ (Musical Instrument)', 'Violin')"
['Building'],"('Organ (Musical Instrument)', 'Axe')"
['Building'],"('Organ (Musical Instrument)', 'Horizontal bar')"
['Building'],"('Organ (Musical Instrument)', 'Bomb')"
['Building'],"('Organ (Musical Instrument)', 'Parachute')"
['Building'],"('Organ (Musical Instrument)', 'Chisel')"
['Building'],"('Organ (Musical Instrument)', 'Camera')"
['Building'],"('Organ (Musical Instrument)', 'Racket')"
['Building'],"('Organ (Musical Instrument)', 'Chime')"
['Building'],"('Organ (Musical Instrument)', 'Handgun')"
['Building'],"('Organ (Musical Instrument)', 'Grinder')"
['Building'],"('Organ (Musical Instrument)', 'Corded phone')"
['Building'],"('Organ (Musical Instrument)', 'Ruler')"
['Building'],"('Organ (Musical Instrument)', 'Band-aid')"
['Building'],"('Organ (Musical Instrument)', 'Flute')"
['Building'],"('Organ (Musical Instrument)', 'Balance beam')"
['Building'],"('Organ (Musical Instrument)', 'Binoculars')"
['Building'],"('Organ (Musical Instrument)', 'Accordion')"
['Building'],"('Organ (Musical Instrument)', 'Maracas')"
['Building'],"('Organ (Musical Instrument)', 'Helmet')"
['Food'],"('Apple', 'Cucumber')"
['Food'],"('Apple', 'Radish')"
['Food'],"('Apple', 'Hot dog')"
['Food'],"('Apple', 'Pretzel')"
['Food'],"('Apple', 'Bagel')"
['Food'],"('Apple', 'Popcorn')"
['Food'],"('Apple', 'Cheese')"
['Food'],"('Apple', 'Muffin')"
['Food'],"('Apple', 'Cookie')"
['Food'],"('Apple', 'Winter melon')"
['Food'],"('Apple', 'French fries')"
['Food'],"('Apple', 'Grape')"
['Food'],"('Apple', 'Common fig')"
['Food'],"('Apple', 'Artichoke')"
['Food'],"('Apple', 'Milk')"
['Food'],"('Apple', 'Potato')"
['Food'],"('Apple', 'Pear')"
['Food'],"('Apple', 'Submarine sandwich')"
['Food'],"('Apple', 'Strawberry')"
['Food'],"('Apple', 'Tomato')"
['Food'],"('Apple', 'Bread')"
['Food'],"('Apple', 'Lemon')"
['Food'],"('Apple', 'Banana')"
['Food'],"('Apple', 'Hamburger')"
['Food'],"('Apple', 'Garden Asparagus')"
['Food'],"('Apple', 'Ice cream')"
['Food'],"('Apple', 'Orange')"
['Food'],"('Apple', 'Peach')"
['Food'],"('Apple', 'Squash (Plant)')"
['Food'],"('Apple', 'Shellfish')"
['Food'],"('Apple', 'Cabbage')"
['Food'],"('Apple', 'Carrot')"
['Food'],"('Apple', 'Mango')"
['Food'],"('Apple', 'Pineapple')"
['Food'],"('Apple', 'Cake')"
['Food'],"('Apple', 'Candy')"
['Food'],"('Apple', 'Salad')"
['Food'],"('Apple', 'Broccoli')"
['Food'],"('Apple', 'Pastry')"
['Food'],"('Apple', 'Grapefruit')"
['Food'],"('Apple', 'Bell pepper')"
['Food'],"('Apple', 'Pomegranate')"
['Food'],"('Apple', 'Watermelon')"
['Food'],"('Apple', 'Cantaloupe')"
['Person'],"('Human eye', 'Human beard')"
['Person'],"('Human eye', 'Skull')"
['Person'],"('Human eye', 'Human mouth')"
['Person'],"('Human eye', 'Human foot')"
['Person'],"('Human eye', 'Human ear')"
['Person'],"('Human eye', 'Human hair')"
['Person'],"('Human eye', 'Human head')"
['Person'],"('Human eye', 'Human face')"
['Person'],"('Human eye', 'Human arm')"
['Person'],"('Human eye', 'Human nose')"
['Person'],"('Human eye', 'Human hand')"
['Building'],"('Paddle', 'Container')"
['Building'],"('Paddle', 'Ladder')"
['Building'],"('Paddle', 'Toothbrush')"
['Building'],"('Paddle', 'Syringe')"
['Building'],"('Paddle', 'Organ (Musical Instrument)')"
['Building'],"('Paddle', 'Banjo')"
['Building'],"('Paddle', 'Ball')"
['Building'],"('Paddle', 'Surfboard')"
['Building'],"('Paddle', 'Screwdriver')"
['Building'],"('Paddle', 'Drill (Tool)')"
['Building'],"('Paddle', 'Bow and arrow')"
['Building'],"('Paddle', 'Chainsaw')"
['Building'],"('Paddle', 'Wrench')"
['Building'],"('Paddle', 'Flashlight')"
['Building'],"('Paddle', 'Scissors')"
['Building'],"('Paddle', 'Cello')"
['Building'],"('Paddle', 'Cannon')"
['Building'],"('Paddle', 'Hiking equipment')"
['Building'],"('Paddle', 'Drum')"
['Building'],"('Paddle', 'Ratchet (Device)')"
['Building'],"('Paddle', 'Dagger')"
['Building'],"('Paddle', 'Stretcher')"
['Building'],"('Paddle', 'Flying disc')"
['Building'],"('Paddle', 'Treadmill')"
['Building'],"('Paddle', 'French horn')"
['Building'],"('Paddle', 'Guitar')"
['Building'],"('Paddle', 'Baseball bat')"
['Building'],"('Paddle', 'Kitchen utensil')"
['Building'],"('Paddle', 'Stationary bicycle')"
['Building'],"('Paddle', 'Hammer')"
['Building'],"('Paddle', 'Harp')"
['Building'],"('Paddle', 'Harpsichord')"
['Building'],"('Paddle', 'Harmonica')"
['Building'],"('Paddle', 'Scale')"
['Building'],"('Paddle', 'Indoor rower')"
['Building'],"('Paddle', 'Punching bag')"
['Building'],"('Paddle', 'Golf ball')"
['Building'],"('Paddle', 'Dumbbell')"
['Building'],"('Paddle', 'Billiard table')"
['Building'],"('Paddle', 'Snowplow')"
['Building'],"('Paddle', 'Missile')"
['Building'],"('Paddle', 'Mobile phone')"
['Building'],"('Paddle', 'Personal flotation device')"
['Building'],"('Paddle', 'Musical keyboard')"
['Building'],"('Paddle', 'Scoreboard')"
['Building'],"('Paddle', 'Nail (Construction)')"
['Building'],"('Paddle', 'Oboe')"
['Building'],"('Paddle', 'Piano')"
['Building'],"('Paddle', 'Rifle')"
